"combo","FoodCode.x","Food_Description","FoodCode.y","Food_Description.y","FoodCode.jitter","FoodCode"
"52304010_Muffin_wheat_bran",52304010,"Muffin_wheat_bran",NA,NA,NA,"52304010"
"52304150_Muffin_oat_bran",52304150,"Muffin_oat_bran",NA,NA,NA,"52304150"
"52306010_Muffin_plain",52306010,"Muffin_plain",NA,NA,NA,"52306010"
"52306010_Muffin_plain",52306010,"Muffin_plain",NA,NA,NA,"52306010"
"52306300_Muffin_cheese",52306300,"Muffin_cheese",NA,NA,NA,"52306300"
"52306500_Muffin_pumpkin",52306500,"Muffin_pumpkin",NA,NA,NA,"52306500"
"52306550_Muffin_zucchini",52306550,"Muffin_zucchini",NA,NA,NA,"52306550"
"52306700_Muffin_carrot",52306700,"Muffin_carrot",NA,NA,NA,"52306700"
"52403000_Bread_nut",52403000,"Bread_nut",NA,NA,NA,"52403000"
"52404060_Bread_pumpkin",52404060,"Bread_pumpkin",NA,NA,NA,"52404060"
"52404060_Bread_pumpkin",52404060,"Bread_pumpkin",NA,NA,NA,"52404060"
"52405010_Bread_fruit",52405010,"Bread_fruit",NA,NA,NA,"52405010"
"52405010_Bread_fruit_without_nuts",52405010,"Bread_fruit_without_nuts",NA,NA,NA,"52405010"
"52407000_Bread_zucchini",52407000,"Bread_zucchini",NA,NA,NA,"52407000"
"52407000_Bread_zucchini",52407000,"Bread_zucchini",NA,NA,NA,"52407000"
"53100100_Cake_NS_as_to_type_with_or_without_icing",53100100,"Cake_NS_as_to_type_with_or_without_icing",NA,NA,NA,"53100100"
"53100100_Cake_or_cupcake_NS_as_to_type",53100100,"Cake_or_cupcake_NS_as_to_type",NA,NA,NA,"53100100"
"53101100_Cake_angel_food_without_icing_or_filling",53101100,"Cake_angel_food_without_icing_or_filling",NA,NA,NA,"53101100"
"53102100_Cake_or_cupcake_applesauce_without_icing_or_filling",53102100,"Cake_or_cupcake_applesauce_without_icing_or_filling",NA,NA,NA,"53102100"
"53104100_Cake_carrot_without_icing",53104100,"Cake_carrot_without_icing",NA,NA,NA,"53104100"
"53104100_Cake_or_cupcake_carrot_without_icing_or_filling",53104100,"Cake_or_cupcake_carrot_without_icing_or_filling",NA,NA,NA,"53104100"
"53104260_Cake_or_cupcake_carrot_with_icing_or_filling",53104260,"Cake_or_cupcake_carrot_with_icing_or_filling",NA,NA,NA,"53104260"
"53104500_Cheesecake",53104500,"Cheesecake",NA,NA,NA,"53104500"
"53104500_Cheesecake",53104500,"Cheesecake",NA,NA,NA,"53104500"
"53104550_Cheesecake_with_fruit",53104550,"Cheesecake_with_fruit",NA,NA,NA,"53104550"
"53104550_Cheesecake_with_fruit",53104550,"Cheesecake_with_fruit",NA,NA,NA,"53104550"
"53104600_Cheesecake_chocolate",53104600,"Cheesecake_chocolate",NA,NA,NA,"53104600"
"53104600_Cheesecake_chocolate",53104600,"Cheesecake_chocolate",NA,NA,NA,"53104600"
"53105260_Cake_chocolate_devils_food_or_fudge_with_icing_coating_or_filling_made_from_home_recipe_or_purchased_ready_to_eat",53105260,"Cake_chocolate_devils_food_or_fudge_with_icing_coating_or_filling_made_from_home_recipe_or_purchased_ready_to_eat",NA,NA,NA,"53105260"
"53105270_Cake_or_cupcake_chocolate_devils_food_or_fudge_with_icing_or_filling",53105270,"Cake_or_cupcake_chocolate_devils_food_or_fudge_with_icing_or_filling",NA,NA,NA,"53105270"
"53105275_Cake_or_cupcake_chocolate_devils_food_or_fudge_without_icing_or_filling",53105275,"Cake_or_cupcake_chocolate_devils_food_or_fudge_without_icing_or_filling",NA,NA,NA,"53105275"
"53106500_Cake_cream_without_icing_or_topping",53106500,"Cake_cream_without_icing_or_topping",NA,NA,NA,"53106500"
"53108200_Cake_cupcake_chocolate_with_icing_or_filling",53108200,"Cake_cupcake_chocolate_with_icing_or_filling",NA,NA,NA,"53108200"
"53108200_Snack_cake_chocolate_with_icing_or_filling",53108200,"Snack_cake_chocolate_with_icing_or_filling",NA,NA,NA,"53108200"
"53109220_Snack_cake_not_chocolate_with_icing_or_filling_reduced_fat_and_calories",53109220,"Snack_cake_not_chocolate_with_icing_or_filling_reduced_fat_and_calories",NA,NA,NA,"53109220"
"53110000_Cake_fruit_cake_light_or_dark_holiday_type_cake",53110000,"Cake_fruit_cake_light_or_dark_holiday_type_cake",NA,NA,NA,"53110000"
"53112100_Cake_ice_cream_and_cake_roll_not_chocolate",53112100,"Cake_ice_cream_and_cake_roll_not_chocolate",NA,NA,NA,"53112100"
"53114000_Cake_lemon_without_icing",53114000,"Cake_lemon_without_icing",NA,NA,NA,"53114000"
"53114100_Cake_or_cupcake_lemon_with_icing_or_filling",53114100,"Cake_or_cupcake_lemon_with_icing_or_filling",NA,NA,NA,"53114100"
"53115450_Cake_peanut_butter_with_icing",53115450,"Cake_peanut_butter_with_icing",NA,NA,NA,"53115450"
"53115600_Cake_poppyseed_without_icing",53115600,"Cake_poppyseed_without_icing",NA,NA,NA,"53115600"
"53116000_Cake_pound_without_icing_or_filling",53116000,"Cake_pound_without_icing_or_filling",NA,NA,NA,"53116000"
"53116020_Cake_pound_with_icing",53116020,"Cake_pound_with_icing",NA,NA,NA,"53116020"
"53116020_Cake_pound_with_icing_or_filling",53116020,"Cake_pound_with_icing_or_filling",NA,NA,NA,"53116020"
"53116500_Cake_or_cupcake_pumpkin_without_icing_or_filling",53116500,"Cake_or_cupcake_pumpkin_without_icing_or_filling",NA,NA,NA,"53116500"
"53118100_Cake_sponge_without_icing_or_filling",53118100,"Cake_sponge_without_icing_or_filling",NA,NA,NA,"53118100"
"53118200_Cake_sponge_with_icing_or_filling",53118200,"Cake_sponge_with_icing_or_filling",NA,NA,NA,"53118200"
"53118550_Cake_tres_leche",53118550,"Cake_tres_leche",NA,NA,NA,"53118550"
"53119000_Cake_upside_down_all_fruits",53119000,"Cake_upside_down_all_fruits",NA,NA,NA,"53119000"
"53119000_Cake_upside_down_all_fruits",53119000,"Cake_upside_down_all_fruits",NA,NA,NA,"53119000"
"53120260_Cake_white_with_icing_made_from_home_recipe_or_purchased_ready_to_eat",53120260,"Cake_white_with_icing_made_from_home_recipe_or_purchased_ready_to_eat",NA,NA,NA,"53120260"
"53120270_Cake_or_cupcake_white_with_icing_or_filling",53120270,"Cake_or_cupcake_white_with_icing_or_filling",NA,NA,NA,"53120270"
"53121200_Cake_yellow_standard_type_mix_eggs_and_water_added_to_dry_mix_with_icing",53121200,"Cake_yellow_standard_type_mix_eggs_and_water_added_to_dry_mix_with_icing",NA,NA,NA,"53121200"
"53121260_Cake_yellow_with_icing_made_from_home_recipe_or_purchased_ready_to_eat",53121260,"Cake_yellow_with_icing_made_from_home_recipe_or_purchased_ready_to_eat",NA,NA,NA,"53121260"
"53121270_Cake_or_cupcake_yellow_with_icing_or_filling",53121270,"Cake_or_cupcake_yellow_with_icing_or_filling",NA,NA,NA,"53121270"
"53121275_Cake_or_cupcake_yellow_without_icing_or_filling",53121275,"Cake_or_cupcake_yellow_without_icing_or_filling",NA,NA,NA,"53121275"
"53123070_Cake_shortcake_sponge_type_with_whipped_cream_and_fruit",53123070,"Cake_shortcake_sponge_type_with_whipped_cream_and_fruit",NA,NA,NA,"53123070"
"53200100_Cookie_batter_or_dough_raw_not_chocolate",53200100,"Cookie_batter_or_dough_raw_not_chocolate",NA,NA,NA,"53200100"
"53201000_Cookie_NFS",53201000,"Cookie_NFS",NA,NA,NA,"53201000"
"53201000_Cookie_NFS",53201000,"Cookie_NFS",NA,NA,NA,"53201000"
"53202000_Cookie_almond",53202000,"Cookie_almond",NA,NA,NA,"53202000"
"53203500_Cookie_biscotti_Italian_sugar_cookie",53203500,"Cookie_biscotti_Italian_sugar_cookie",NA,NA,NA,"53203500"
"53204010_Cookie_brownie_without_icing",53204010,"Cookie_brownie_without_icing",NA,NA,NA,"53204010"
"53204010_Cookie_brownie_without_icing",53204010,"Cookie_brownie_without_icing",NA,NA,NA,"53204010"
"53204100_Cookie_brownie_with_icing",53204100,"Cookie_brownie_with_icing",NA,NA,NA,"53204100"
"53204100_Cookie_brownie_with_icing_or_filling",53204100,"Cookie_brownie_with_icing_or_filling",NA,NA,NA,"53204100"
"53204840_Cookie_brownie_reduced_fat_NS_as_to_icing",53204840,"Cookie_brownie_reduced_fat_NS_as_to_icing",NA,NA,NA,"53204840"
"53205260_Cookie_bar_with_chocolate",53205260,"Cookie_bar_with_chocolate",NA,NA,NA,"53205260"
"53206000_Cookie_chocolate_chip",53206000,"Cookie_chocolate_chip",NA,NA,NA,"53206000"
"53206000_Cookie_chocolate_chip",53206000,"Cookie_chocolate_chip",NA,NA,NA,"53206000"
"53206020_Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery",53206020,"Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery",NA,NA,NA,"53206020"
"53206020_Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery",53206020,"Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery",NA,NA,NA,"53206020"
"53206030_Cookie_chocolate_chip_reduced_fat",53206030,"Cookie_chocolate_chip_reduced_fat",NA,NA,NA,"53206030"
"53207000_Cookie_chocolate_fudge_withwithout_nuts",53207000,"Cookie_chocolate_fudge_withwithout_nuts",NA,NA,NA,"53207000"
"53207000_Cookie_chocolate_or_fudge",53207000,"Cookie_chocolate_or_fudge",NA,NA,NA,"53207000"
"53208200_Cookie_marshmallow_pie_chocolate_covered",53208200,"Cookie_marshmallow_pie_chocolate_covered",NA,NA,NA,"53208200"
"53209000_Cookie_chocolate_chocolate_sandwich_or_chocolate_coated_or_striped",53209000,"Cookie_chocolate_chocolate_sandwich_or_chocolate_coated_or_striped",NA,NA,NA,"53209000"
"53209005_Cookie_chocolate_with_icing_or_coating",53209005,"Cookie_chocolate_with_icing_or_coating",NA,NA,NA,"53209005"
"53209010_Cookie_sugar_wafer_chocolatecovered",53209010,"Cookie_sugar_wafer_chocolatecovered",NA,NA,NA,"53209010"
"53209015_Cookie_chocolate_sandwich",53209015,"Cookie_chocolate_sandwich",NA,NA,NA,"53209015"
"53209100_Cookie_chocolate_sandwich_with_extra_filling",53209100,"Cookie_chocolate_sandwich_with_extra_filling",NA,NA,NA,"53209100"
"53210900_Cookie_graham_cracker_sandwich_with_chocolate_and_marshmallow_filling",53210900,"Cookie_graham_cracker_sandwich_with_chocolate_and_marshmallow_filling",NA,NA,NA,"53210900"
"53210900_Cookie_graham_cracker_with_chocolate_and_marshmallow",53210900,"Cookie_graham_cracker_with_chocolate_and_marshmallow",NA,NA,NA,"53210900"
"53215500_Cookie_coconut",53215500,"Cookie_coconut",NA,NA,NA,"53215500"
"53220000_Cookie_fruitfilled_bar",53220000,"Cookie_fruitfilled_bar",NA,NA,NA,"53220000"
"53220030_Cookie_fig_bar",53220030,"Cookie_fig_bar",NA,NA,NA,"53220030"
"53220030_Cookie_fig_bar",53220030,"Cookie_fig_bar",NA,NA,NA,"53220030"
"53220040_Cookie_fig_bar_fat_free",53220040,"Cookie_fig_bar_fat_free",NA,NA,NA,"53220040"
"53222010_Cookie_fortune",53222010,"Cookie_fortune",NA,NA,NA,"53222010"
"53224250_Cookie_lemon_bar",53224250,"Cookie_lemon_bar",NA,NA,NA,"53224250"
"53225000_Cookie_macaroon",53225000,"Cookie_macaroon",NA,NA,NA,"53225000"
"53225000_Cookie_macaroon_coconut_meringue_type_no_flour",53225000,"Cookie_macaroon_coconut_meringue_type_no_flour",NA,NA,NA,"53225000"
"53226500_Cookie_marshmallow_with_rice_cereal_no_bake",53226500,"Cookie_marshmallow_with_rice_cereal_no_bake",NA,NA,NA,"53226500"
"53230000_Cookie_molasses",53230000,"Cookie_molasses",NA,NA,NA,"53230000"
"53233000_Cookie_oatmeal",53233000,"Cookie_oatmeal",NA,NA,NA,"53233000"
"53233010_Cookie_oatmeal_with_raisins",53233010,"Cookie_oatmeal_with_raisins",NA,NA,NA,"53233010"
"53233040_Cookie_oatmeal_reduced_fat_NS_as_to_raisins",53233040,"Cookie_oatmeal_reduced_fat_NS_as_to_raisins",NA,NA,NA,"53233040"
"53233060_Cookie_oatmeal_with_chocolate_chips",53233060,"Cookie_oatmeal_with_chocolate_chips",NA,NA,NA,"53233060"
"53234000_Cookie_peanut_butter",53234000,"Cookie_peanut_butter",NA,NA,NA,"53234000"
"53234000_Cookie_peanut_butter",53234000,"Cookie_peanut_butter",NA,NA,NA,"53234000"
"53235000_Cookie_peanut",53235000,"Cookie_peanut",NA,NA,NA,"53235000"
"53235500_Cookie_with_peanut_butter_filling_chocolatecoated",53235500,"Cookie_with_peanut_butter_filling_chocolatecoated",NA,NA,NA,"53235500"
"53237000_Cookie_raisin",53237000,"Cookie_raisin",NA,NA,NA,"53237000"
"53237000_Cookie_raisin",53237000,"Cookie_raisin",NA,NA,NA,"53237000"
"53239000_Cookie_shortbread",53239000,"Cookie_shortbread",NA,NA,NA,"53239000"
"53239050_Cookie_shortbread_with_icing_or_filling",53239050,"Cookie_shortbread_with_icing_or_filling",NA,NA,NA,"53239050"
"53240000_Cookie_animal",53240000,"Cookie_animal",NA,NA,NA,"53240000"
"53241500_Cookie_butter_or_sugar",53241500,"Cookie_butter_or_sugar",NA,NA,NA,"53241500"
"53241500_Cookie_butter_or_sugar_cookie",53241500,"Cookie_butter_or_sugar_cookie",NA,NA,NA,"53241500"
"53242000_Cookie_sugar_wafer",53242000,"Cookie_sugar_wafer",NA,NA,NA,"53242000"
"53243000_Cookie_vanilla_sandwich",53243000,"Cookie_vanilla_sandwich",NA,NA,NA,"53243000"
"53243100_Cookie_rich_all_chocolate_with_chocolate_filling_or_chocolate_chips",53243100,"Cookie_rich_all_chocolate_with_chocolate_filling_or_chocolate_chips",NA,NA,NA,"53243100"
"53244010_Cookie_butter_or_sugar_with_chocolate_icing_or_filling",53244010,"Cookie_butter_or_sugar_with_chocolate_icing_or_filling",NA,NA,NA,"53244010"
"53244010_Cookie_butter_or_sugar_with_chocolate_icing_or_filling",53244010,"Cookie_butter_or_sugar_with_chocolate_icing_or_filling",NA,NA,NA,"53244010"
"53247000_Cookie_vanilla_wafer",53247000,"Cookie_vanilla_wafer",NA,NA,NA,"53247000"
"53247000_Cookie_vanilla_wafer",53247000,"Cookie_vanilla_wafer",NA,NA,NA,"53247000"
"53260200_Cookie_oatmeal_sugar_free",53260200,"Cookie_oatmeal_sugar_free",NA,NA,NA,"53260200"
"53300170_Pie_individual_size_or_tart_NFS",53300170,"Pie_individual_size_or_tart_NFS",NA,NA,NA,"53300170"
"53301000_Pie_apple_two_crust",53301000,"Pie_apple_two_crust",NA,NA,NA,"53301000"
"53301000_Pie_apple_two_crust",53301000,"Pie_apple_two_crust",NA,NA,NA,"53301000"
"53301070_Pie_apple_individual_size_or_tart",53301070,"Pie_apple_individual_size_or_tart",NA,NA,NA,"53301070"
"53301070_Pie_apple_individual_size_or_tart",53301070,"Pie_apple_individual_size_or_tart",NA,NA,NA,"53301070"
"53301500_Pie_apple_one_crust",53301500,"Pie_apple_one_crust",NA,NA,NA,"53301500"
"53303000_Pie_blackberry_two_crust",53303000,"Pie_blackberry_two_crust",NA,NA,NA,"53303000"
"53303510_Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_one_crust",53303510,"Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_one_crust",NA,NA,NA,"53303510"
"53304000_Pie_blueberry_two_crust",53304000,"Pie_blueberry_two_crust",NA,NA,NA,"53304000"
"53304000_Pie_blueberry_two_crust",53304000,"Pie_blueberry_two_crust",NA,NA,NA,"53304000"
"53305000_Pie_cherry_two_crust",53305000,"Pie_cherry_two_crust",NA,NA,NA,"53305000"
"53305010_Pie_cherry_one_crust",53305010,"Pie_cherry_one_crust",NA,NA,NA,"53305010"
"53305010_Pie_cherry_one_crust",53305010,"Pie_cherry_one_crust",NA,NA,NA,"53305010"
"53305070_Pie_cherry_individual_size_or_tart",53305070,"Pie_cherry_individual_size_or_tart",NA,NA,NA,"53305070"
"53305700_Pie_lemon_not_cream_or_meringue",53305700,"Pie_lemon_not_cream_or_meringue",NA,NA,NA,"53305700"
"53307000_Pie_peach_two_crust",53307000,"Pie_peach_two_crust",NA,NA,NA,"53307000"
"53311050_Pie_rhubarb_one_crust",53311050,"Pie_rhubarb_one_crust",NA,NA,NA,"53311050"
"53312000_Pie_strawberry_one_crust",53312000,"Pie_strawberry_one_crust",NA,NA,NA,"53312000"
"53341000_Pie_banana_cream",53341000,"Pie_banana_cream",NA,NA,NA,"53341000"
"53343070_Pie_coconut_cream_individual_size_or_tart",53343070,"Pie_coconut_cream_individual_size_or_tart",NA,NA,NA,"53343070"
"53344000_Pie_custard",53344000,"Pie_custard",NA,NA,NA,"53344000"
"53347000_Pie_pumpkin",53347000,"Pie_pumpkin",NA,NA,NA,"53347000"
"53347000_Pie_pumpkin",53347000,"Pie_pumpkin",NA,NA,NA,"53347000"
"53381000_Pie_lemon_meringue",53381000,"Pie_lemon_meringue",NA,NA,NA,"53381000"
"53385000_Pie_pecan",53385000,"Pie_pecan",NA,NA,NA,"53385000"
"53410100_Cobbler_apple",53410100,"Cobbler_apple",NA,NA,NA,"53410100"
"53410100_Cobbler_apple",53410100,"Cobbler_apple",NA,NA,NA,"53410100"
"53410800_Cobbler_peach",53410800,"Cobbler_peach",NA,NA,NA,"53410800"
"53415120_Fritter_apple",53415120,"Fritter_apple",NA,NA,NA,"53415120"
"53420200_Cream_puff_eclair_custard_or_cream_filled_iced",53420200,"Cream_puff_eclair_custard_or_cream_filled_iced",NA,NA,NA,"53420200"
"53430200_Crepe_dessert_type_fruitfilled",53430200,"Crepe_dessert_type_fruitfilled",NA,NA,NA,"53430200"
"53440000_Strudel_apple",53440000,"Strudel_apple",NA,NA,NA,"53440000"
"53450000_Turnover_or_dumpling_apple",53450000,"Turnover_or_dumpling_apple",NA,NA,NA,"53450000"
"53452400_Pastry_puff",53452400,"Pastry_puff",NA,NA,NA,"53452400"
"53452420_Pastry_puff_custard_or_cream_filled_iced_or_not_iced",53452420,"Pastry_puff_custard_or_cream_filled_iced_or_not_iced",NA,NA,NA,"53452420"
"53510000_Danish_pastry_plain_or_spice",53510000,"Danish_pastry_plain_or_spice",NA,NA,NA,"53510000"
"53510100_Danish_pastry_with_fruit",53510100,"Danish_pastry_with_fruit",NA,NA,NA,"53510100"
"53510100_Danish_pastry_with_fruit",53510100,"Danish_pastry_with_fruit",NA,NA,NA,"53510100"
"53511000_Danish_pastry_with_cheese",53511000,"Danish_pastry_with_cheese",NA,NA,NA,"53511000"
"53520000_Doughnut_NS_as_to_cake_or_yeast",53520000,"Doughnut_NS_as_to_cake_or_yeast",NA,NA,NA,"53520000"
"53520110_Doughnut_cake_type",53520110,"Doughnut_cake_type",NA,NA,NA,"53520110"
"53520110_Doughnut_cake_type",53520110,"Doughnut_cake_type",NA,NA,NA,"53520110"
"53520120_Doughnut_chocolate_cake_type",53520120,"Doughnut_chocolate_cake_type",NA,NA,NA,"53520120"
"53520140_Doughnut_cake_type_chocolate_covered",53520140,"Doughnut_cake_type_chocolate_covered",NA,NA,NA,"53520140"
"53520160_Doughnut_chocolate_cake_type_with_chocolate_icing",53520160,"Doughnut_chocolate_cake_type_with_chocolate_icing",NA,NA,NA,"53520160"
"53520160_Doughnut_chocolate_cake_type_with_chocolate_icing",53520160,"Doughnut_chocolate_cake_type_with_chocolate_icing",NA,NA,NA,"53520160"
"53520200_Churros",53520200,"Churros",NA,NA,NA,"53520200"
"53520700_French_cruller",53520700,"French_cruller",NA,NA,NA,"53520700"
"53521100_Doughnut_chocolate_raised_or_yeast_with_chocolate_icing",53521100,"Doughnut_chocolate_raised_or_yeast_with_chocolate_icing",NA,NA,NA,"53521100"
"53521110_Doughnut_raised_or_yeast",53521110,"Doughnut_raised_or_yeast",NA,NA,NA,"53521110"
"53521110_Doughnut_raised_or_yeast",53521110,"Doughnut_raised_or_yeast",NA,NA,NA,"53521110"
"53521130_Doughnut_raised_or_yeast_chocolate_covered",53521130,"Doughnut_raised_or_yeast_chocolate_covered",NA,NA,NA,"53521130"
"53521140_Doughnut_jelly",53521140,"Doughnut_jelly",NA,NA,NA,"53521140"
"53530000_Breakfast_tart",53530000,"Breakfast_tart",NA,NA,NA,"53530000"
"53530000_Breakfast_tart",53530000,"Breakfast_tart",NA,NA,NA,"53530000"
"53540200_Breakfast_bar_cereal_crust_with_fruit_filling_lowfat",53540200,"Breakfast_bar_cereal_crust_with_fruit_filling_lowfat",NA,NA,NA,"53540200"
"53540300_Fiber_One_Chewy_Bar",53540300,"Fiber_One_Chewy_Bar",NA,NA,NA,"53540300"
"53540802_Kashi_TLC_Chewy_Granola_Bar",53540802,"Kashi_TLC_Chewy_Granola_Bar",NA,NA,NA,"53540802"
"53540806_Kashi_TLC_Crunchy_Granola_Bar",53540806,"Kashi_TLC_Crunchy_Granola_Bar",NA,NA,NA,"53540806"
"53542100_Granola_bar_oats_sugar_raisins_coconut",53542100,"Granola_bar_oats_sugar_raisins_coconut",NA,NA,NA,"53542100"
"53542200_Granola_bar_oats_fruit_and_nuts_lowfat",53542200,"Granola_bar_oats_fruit_and_nuts_lowfat",NA,NA,NA,"53542200"
"53544230_Granola_bar_oats_nuts_coated_with_non_chocolate_coating",53544230,"Granola_bar_oats_nuts_coated_with_non_chocolate_coating",NA,NA,NA,"53544230"
"53544250_Granola_bar_coated_with_non_chocolate_coating",53544250,"Granola_bar_coated_with_non_chocolate_coating",NA,NA,NA,"53544250"
"53544450_PowerBar_fortified_high_energy_bar",53544450,"PowerBar_fortified_high_energy_bar",NA,NA,NA,"53544450"
"53610100_Coffee_cake_crumb_or_quickbread_type",53610100,"Coffee_cake_crumb_or_quickbread_type",NA,NA,NA,"53610100"
"53610170_Coffee_cake_crumb_or_quickbread_type_with_fruit",53610170,"Coffee_cake_crumb_or_quickbread_type_with_fruit",NA,NA,NA,"53610170"
"53710400_Fiber_One_Chewy_Bar",53710400,"Fiber_One_Chewy_Bar",NA,NA,NA,"53710400"
"53710500_Kelloggs_NutriGrain_Cereal_Bar",53710500,"Kelloggs_NutriGrain_Cereal_Bar",NA,NA,NA,"53710500"
"53710502_Kelloggs_NutriGrain_Yogurt_Bar",53710502,"Kelloggs_NutriGrain_Yogurt_Bar",NA,NA,NA,"53710502"
"53710504_Kelloggs_NutriGrain_Fruit_and_Nut_Bar",53710504,"Kelloggs_NutriGrain_Fruit_and_Nut_Bar",NA,NA,NA,"53710504"
"53710700_Kelloggs_Special_K_bar",53710700,"Kelloggs_Special_K_bar",NA,NA,NA,"53710700"
"53710802_Kashi_TLC_Chewy_Granola_Bar",53710802,"Kashi_TLC_Chewy_Granola_Bar",NA,NA,NA,"53710802"
"53710806_Kashi_TLC_Crunchy_Granola_Bar",53710806,"Kashi_TLC_Crunchy_Granola_Bar",NA,NA,NA,"53710806"
"53710900_Nature_Valley_Chewy_Trail_Mix_Granola_Bar",53710900,"Nature_Valley_Chewy_Trail_Mix_Granola_Bar",NA,NA,NA,"53710900"
"53710904_Nature_Valley_Sweet_and_Salty_Granola_Bar",53710904,"Nature_Valley_Sweet_and_Salty_Granola_Bar",NA,NA,NA,"53710904"
"53710906_Nature_Valley_Crunchy_Granola_Bar",53710906,"Nature_Valley_Crunchy_Granola_Bar",NA,NA,NA,"53710906"
"53711000_Quaker_Chewy_Granola_Bar",53711000,"Quaker_Chewy_Granola_Bar",NA,NA,NA,"53711000"
"53711002_Quaker_Chewy_90_Calorie_Granola_Bar",53711002,"Quaker_Chewy_90_Calorie_Granola_Bar",NA,NA,NA,"53711002"
"53711006_Quaker_Chewy_Dipps_Granola_Bar",53711006,"Quaker_Chewy_Dipps_Granola_Bar",NA,NA,NA,"53711006"
"53711100_Quaker_Granola_Bites",53711100,"Quaker_Granola_Bites",NA,NA,NA,"53711100"
"53712000_Snack_bar_oatmeal",53712000,"Snack_bar_oatmeal",NA,NA,NA,"53712000"
"53712100_Granola_bar_NFS",53712100,"Granola_bar_NFS",NA,NA,NA,"53712100"
"53712200_Granola_bar_lowfat_NFS",53712200,"Granola_bar_lowfat_NFS",NA,NA,NA,"53712200"
"53712210_Granola_bar_nonfat",53712210,"Granola_bar_nonfat",NA,NA,NA,"53712210"
"53714200_Granola_bar_chocolatecoated_NFS",53714200,"Granola_bar_chocolatecoated_NFS",NA,NA,NA,"53714200"
"53714220_Granola_bar_with_nuts_chocolatecoated",53714220,"Granola_bar_with_nuts_chocolatecoated",NA,NA,NA,"53714220"
"53714250_Granola_bar_coated_with_nonchocolate_coating",53714250,"Granola_bar_coated_with_nonchocolate_coating",NA,NA,NA,"53714250"
"53714400_Granola_bar_with_rice_cereal",53714400,"Granola_bar_with_rice_cereal",NA,NA,NA,"53714400"
"53714500_Breakfast_bar_NFS",53714500,"Breakfast_bar_NFS",NA,NA,NA,"53714500"
"53714510_Breakfast_bar_date_with_yogurt_coating",53714510,"Breakfast_bar_date_with_yogurt_coating",NA,NA,NA,"53714510"
"53714520_Breakfast_bar_cereal_crust_with_fruit_filling_lowfat",53714520,"Breakfast_bar_cereal_crust_with_fruit_filling_lowfat",NA,NA,NA,"53714520"
"53720200_Clif_Bar",53720200,"Clif_Bar",NA,NA,NA,"53720200"
"53720300_PowerBar",53720300,"PowerBar",NA,NA,NA,"53720300"
"53720700_Tigers_Milk_bar",53720700,"Tigers_Milk_bar",NA,NA,NA,"53720700"
"53720800_Zone_Perfect_Classic_Crunch_nutrition_bar",53720800,"Zone_Perfect_Classic_Crunch_nutrition_bar",NA,NA,NA,"53720800"
"53729000_Nutrition_bar_or_meal_replacement_bar_NFS",53729000,"Nutrition_bar_or_meal_replacement_bar_NFS",NA,NA,NA,"53729000"
"54101010_Cracker_animal",54101010,"Cracker_animal",NA,NA,NA,"54101010"
"54102010_Crackers_graham",54102010,"Crackers_graham",NA,NA,NA,"54102010"
"54102010_Crackers_graham",54102010,"Crackers_graham",NA,NA,NA,"54102010"
"54202010_Crackers_saltine_low_sodium",54202010,"Crackers_saltine_low_sodium",NA,NA,NA,"54202010"
"54204010_Cracker_100_whole_wheat_low_sodium",54204010,"Cracker_100_whole_wheat_low_sodium",NA,NA,NA,"54204010"
"54210010_Cracker_multigrain_low_sodium",54210010,"Cracker_multigrain_low_sodium",NA,NA,NA,"54210010"
"54301000_Cracker_snack",54301000,"Cracker_snack",NA,NA,NA,"54301000"
"54301000_Cracker_snack",54301000,"Cracker_snack",NA,NA,NA,"54301000"
"54304000_Cracker_cheese",54304000,"Cracker_cheese",NA,NA,NA,"54304000"
"54304000_Cracker_cheese",54304000,"Cracker_cheese",NA,NA,NA,"54304000"
"54304150_Cracker_cheese_whole_grain",54304150,"Cracker_cheese_whole_grain",NA,NA,NA,"54304150"
"54304500_Cracker_high_fiber_no_added_fat",54304500,"Cracker_high_fiber_no_added_fat",NA,NA,NA,"54304500"
"54304500_Cracker_high_fiber_no_added_fat",54304500,"Cracker_high_fiber_no_added_fat",NA,NA,NA,"54304500"
"54305500_Crispbread_wheat_or_rye_extra_crispy",54305500,"Crispbread_wheat_or_rye_extra_crispy",NA,NA,NA,"54305500"
"54309000_Crackers_oat",54309000,"Crackers_oat",NA,NA,NA,"54309000"
"54313000_Crackers_oyster",54313000,"Crackers_oyster",NA,NA,NA,"54313000"
"54319000_Crackers_rice",54319000,"Crackers_rice",NA,NA,NA,"54319000"
"54319000_Crackers_rice",54319000,"Crackers_rice",NA,NA,NA,"54319000"
"54319010_Puffed_rice_cake",54319010,"Puffed_rice_cake",NA,NA,NA,"54319010"
"54319010_Puffed_rice_cake",54319010,"Puffed_rice_cake",NA,NA,NA,"54319010"
